,country,timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m.direction,wind10m.speed
33,New_Zealand,102,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 6}, {'layer': '900mb', 'rh': 9}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 14}, {'layer': '750mb', 'rh': 16}, {'layer': '700mb', 'rh': 15}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': 6}, {'layer': '550mb', 'rh': 7}, {'layer': '500mb', 'rh': 9}, {'layer': '450mb', 'rh': 8}, {'layer': '400mb', 'rh': 11}, {'layer': '350mb', 'rh': 10}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 235, 'speed': 6}, {'layer': '900mb', 'direction': 235, 'speed': 6}, {'layer': '850mb', 'direction': 240, 'speed': 6}, {'layer': '800mb', 'direction': 240, 'speed': 6}, {'layer': '750mb', 'direction': 240, 'speed': 6}, {'layer': '700mb', 'direction': 235, 'speed': 6}, {'layer': '650mb', 'direction': 240, 'speed': 7}, {'layer': '600mb', 'direction': 240, 'speed': 8}, {'layer': '550mb', 'direction': 240, 'speed': 9}, {'layer': '500mb', 'direction': 245, 'speed': 9}, {'layer': '450mb', 'direction': 250, 'speed': 10}, {'layer': '400mb', 'direction': 255, 'speed': 10}, {'layer': '350mb', 'direction': 255, 'speed': 11}, {'layer': '300mb', 'direction': 260, 'speed': 12}, {'layer': '250mb', 'direction': 255, 'speed': 12}, {'layer': '200mb', 'direction': 255, 'speed': 11}]",10,6,6,1004,rain,4,0,235,5
34,New_Zealand,105,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 7}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 14}, {'layer': '800mb', 'rh': 15}, {'layer': '750mb', 'rh': 16}, {'layer': '700mb', 'rh': 8}, {'layer': '650mb', 'rh': 9}, {'layer': '600mb', 'rh': 10}, {'layer': '550mb', 'rh': 14}, {'layer': '500mb', 'rh': 9}, {'layer': '450mb', 'rh': 2}, {'layer': '400mb', 'rh': 12}, {'layer': '350mb', 'rh': 11}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': 1}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 255, 'speed': 6}, {'layer': '900mb', 'direction': 255, 'speed': 6}, {'layer': '850mb', 'direction': 255, 'speed': 6}, {'layer': '800mb', 'direction': 255, 'speed': 6}, {'layer': '750mb', 'direction': 250, 'speed': 6}, {'layer': '700mb', 'direction': 230, 'speed': 7}, {'layer': '650mb', 'direction': 235, 'speed': 7}, {'layer': '600mb', 'direction': 240, 'speed': 7}, {'layer': '550mb', 'direction': 250, 'speed': 7}, {'layer': '500mb', 'direction': 250, 'speed': 8}, {'layer': '450mb', 'direction': 250, 'speed': 9}, {'layer': '400mb', 'direction': 260, 'speed': 11}, {'layer': '350mb', 'direction': 260, 'speed': 11}, {'layer': '300mb', 'direction': 265, 'speed': 12}, {'layer': '250mb', 'direction': 260, 'speed': 12}, {'layer': '200mb', 'direction': 255, 'speed': 11}]",11,6,7,1006,rain,4,0,255,5
35,New_Zealand,108,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 9}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 14}, {'layer': '800mb', 'rh': 15}, {'layer': '750mb', 'rh': 12}, {'layer': '700mb', 'rh': 14}, {'layer': '650mb', 'rh': 15}, {'layer': '600mb', 'rh': 12}, {'layer': '550mb', 'rh': 4}, {'layer': '500mb', 'rh': 6}, {'layer': '450mb', 'rh': 9}, {'layer': '400mb', 'rh': 10}, {'layer': '350mb', 'rh': 4}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 275, 'speed': 6}, {'layer': '900mb', 'direction': 275, 'speed': 6}, {'layer': '850mb', 'direction': 270, 'speed': 6}, {'layer': '800mb', 'direction': 265, 'speed': 6}, {'layer': '750mb', 'direction': 250, 'speed': 6}, {'layer': '700mb', 'direction': 245, 'speed': 7}, {'layer': '650mb', 'direction': 250, 'speed': 8}, {'layer': '600mb', 'direction': 250, 'speed': 8}, {'layer': '550mb', 'direction': 240, 'speed': 8}, {'layer': '500mb', 'direction': 245, 'speed': 9}, {'layer': '450mb', 'direction': 245, 'speed': 9}, {'layer': '400mb', 'direction': 240, 'speed': 9}, {'layer': '350mb', 'direction': 245, 'speed': 9}, {'layer': '300mb', 'direction': 255, 'speed': 10}, {'layer': '250mb', 'direction': 260, 'speed': 10}, {'layer': '200mb', 'direction': 255, 'speed': 10}]",12,2,9,1005,rain,4,0,275,5
36,New_Zealand,111,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 11}, {'layer': '750mb', 'rh': 11}, {'layer': '700mb', 'rh': 9}, {'layer': '650mb', 'rh': 5}, {'layer': '600mb', 'rh': 2}, {'layer': '550mb', 'rh': 7}, {'layer': '500mb', 'rh': 8}, {'layer': '450mb', 'rh': 5}, {'layer': '400mb', 'rh': 5}, {'layer': '350mb', 'rh': 7}, {'layer': '300mb', 'rh': 7}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 260, 'speed': 6}, {'layer': '900mb', 'direction': 250, 'speed': 7}, {'layer': '850mb', 'direction': 250, 'speed': 7}, {'layer': '800mb', 'direction': 250, 'speed': 7}, {'layer': '750mb', 'direction': 250, 'speed': 7}, {'layer': '700mb', 'direction': 255, 'speed': 7}, {'layer': '650mb', 'direction': 255, 'speed': 7}, {'layer': '600mb', 'direction': 250, 'speed': 7}, {'layer': '550mb', 'direction': 245, 'speed': 7}, {'layer': '500mb', 'direction': 235, 'speed': 7}, {'layer': '450mb', 'direction': 240, 'speed': 9}, {'layer': '400mb', 'direction': 240, 'speed': 9}, {'layer': '350mb', 'direction': 235, 'speed': 9}, {'layer': '300mb', 'direction': 240, 'speed': 9}, {'layer': '250mb', 'direction': 245, 'speed': 10}, {'layer': '200mb', 'direction': 255, 'speed': 10}]",12,-1,11,1005,rain,4,0,260,5
37,New_Zealand,114,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': 7}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 3}, {'layer': '600mb', 'rh': 7}, {'layer': '550mb', 'rh': 12}, {'layer': '500mb', 'rh': 11}, {'layer': '450mb', 'rh': 8}, {'layer': '400mb', 'rh': 11}, {'layer': '350mb', 'rh': 5}, {'layer': '300mb', 'rh': 9}, {'layer': '250mb', 'rh': 3}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 260, 'speed': 6}, {'layer': '900mb', 'direction': 255, 'speed': 7}, {'layer': '850mb', 'direction': 250, 'speed': 7}, {'layer': '800mb', 'direction': 250, 'speed': 7}, {'layer': '750mb', 'direction': 255, 'speed': 7}, {'layer': '700mb', 'direction': 250, 'speed': 7}, {'layer': '650mb', 'direction': 245, 'speed': 7}, {'layer': '600mb', 'direction': 240, 'speed': 7}, {'layer': '550mb', 'direction': 240, 'speed': 8}, {'layer': '500mb', 'direction': 240, 'speed': 8}, {'layer': '450mb', 'direction': 240, 'speed': 9}, {'layer': '400mb', 'direction': 240, 'speed': 8}, {'layer': '350mb', 'direction': 240, 'speed': 9}, {'layer': '300mb', 'direction': 230, 'speed': 9}, {'layer': '250mb', 'direction': 245, 'speed': 9}, {'layer': '200mb', 'direction': 255, 'speed': 10}]",12,2,11,1006,rain,4,0,260,5
38,New_Zealand,117,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 11}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 1}, {'layer': '750mb', 'rh': -2}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 4}, {'layer': '600mb', 'rh': 6}, {'layer': '550mb', 'rh': 8}, {'layer': '500mb', 'rh': 8}, {'layer': '450mb', 'rh': 12}, {'layer': '400mb', 'rh': 14}, {'layer': '350mb', 'rh': 7}, {'layer': '300mb', 'rh': 11}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 250, 'speed': 6}, {'layer': '900mb', 'direction': 250, 'speed': 7}, {'layer': '850mb', 'direction': 250, 'speed': 7}, {'layer': '800mb', 'direction': 255, 'speed': 7}, {'layer': '750mb', 'direction': 250, 'speed': 7}, {'layer': '700mb', 'direction': 250, 'speed': 7}, {'layer': '650mb', 'direction': 250, 'speed': 7}, {'layer': '600mb', 'direction': 245, 'speed': 8}, {'layer': '550mb', 'direction': 240, 'speed': 8}, {'layer': '500mb', 'direction': 240, 'speed': 8}, {'layer': '450mb', 'direction': 240, 'speed': 9}, {'layer': '400mb', 'direction': 235, 'speed': 9}, {'layer': '350mb', 'direction': 235, 'speed': 9}, {'layer': '300mb', 'direction': 230, 'speed': 9}, {'layer': '250mb', 'direction': 245, 'speed': 10}, {'layer': '200mb', 'direction': 255, 'speed': 10}]",12,2,11,1008,rain,4,0,250,5
39,New_Zealand,120,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 15}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': 15}, {'layer': '750mb', 'rh': 3}, {'layer': '700mb', 'rh': 2}, {'layer': '650mb', 'rh': 5}, {'layer': '600mb', 'rh': 4}, {'layer': '550mb', 'rh': 5}, {'layer': '500mb', 'rh': 5}, {'layer': '450mb', 'rh': 6}, {'layer': '400mb', 'rh': 15}, {'layer': '350mb', 'rh': 10}, {'layer': '300mb', 'rh': 11}, {'layer': '250mb', 'rh': 5}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 245, 'speed': 6}, {'layer': '900mb', 'direction': 245, 'speed': 6}, {'layer': '850mb', 'direction': 250, 'speed': 6}, {'layer': '800mb', 'direction': 255, 'speed': 6}, {'layer': '750mb', 'direction': 245, 'speed': 7}, {'layer': '700mb', 'direction': 245, 'speed': 7}, {'layer': '650mb', 'direction': 245, 'speed': 7}, {'layer': '600mb', 'direction': 245, 'speed': 8}, {'layer': '550mb', 'direction': 245, 'speed': 8}, {'layer': '500mb', 'direction': 245, 'speed': 9}, {'layer': '450mb', 'direction': 245, 'speed': 9}, {'layer': '400mb', 'direction': 240, 'speed': 9}, {'layer': '350mb', 'direction': 240, 'speed': 9}, {'layer': '300mb', 'direction': 240, 'speed': 9}, {'layer': '250mb', 'direction': 240, 'speed': 9}, {'layer': '200mb', 'direction': 250, 'speed': 11}]",12,2,11,1010,rain,4,0,245,5
40,New_Zealand,123,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 11}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 14}, {'layer': '800mb', 'rh': 11}, {'layer': '750mb', 'rh': 4}, {'layer': '700mb', 'rh': 3}, {'layer': '650mb', 'rh': 4}, {'layer': '600mb', 'rh': 5}, {'layer': '550mb', 'rh': 3}, {'layer': '500mb', 'rh': 4}, {'layer': '450mb', 'rh': 7}, {'layer': '400mb', 'rh': 13}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 16}, {'layer': '250mb', 'rh': 7}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 245, 'speed': 6}, {'layer': '900mb', 'direction': 245, 'speed': 6}, {'layer': '850mb', 'direction': 245, 'speed': 6}, {'layer': '800mb', 'direction': 245, 'speed': 6}, {'layer': '750mb', 'direction': 240, 'speed': 7}, {'layer': '700mb', 'direction': 235, 'speed': 7}, {'layer': '650mb', 'direction': 235, 'speed': 7}, {'layer': '600mb', 'direction': 240, 'speed': 8}, {'layer': '550mb', 'direction': 240, 'speed': 8}, {'layer': '500mb', 'direction': 245, 'speed': 8}, {'layer': '450mb', 'direction': 235, 'speed': 8}, {'layer': '400mb', 'direction': 235, 'speed': 8}, {'layer': '350mb', 'direction': 230, 'speed': 8}, {'layer': '300mb', 'direction': 230, 'speed': 8}, {'layer': '250mb', 'direction': 235, 'speed': 8}, {'layer': '200mb', 'direction': 255, 'speed': 11}]",12,6,10,1011,rain,4,0,245,5
41,New_Zealand,126,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 10}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': 4}, {'layer': '750mb', 'rh': 3}, {'layer': '700mb', 'rh': 3}, {'layer': '650mb', 'rh': 3}, {'layer': '600mb', 'rh': 2}, {'layer': '550mb', 'rh': 2}, {'layer': '500mb', 'rh': 7}, {'layer': '450mb', 'rh': 5}, {'layer': '400mb', 'rh': 1}, {'layer': '350mb', 'rh': 3}, {'layer': '300mb', 'rh': 6}, {'layer': '250mb', 'rh': 7}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 245, 'speed': 6}, {'layer': '900mb', 'direction': 245, 'speed': 6}, {'layer': '850mb', 'direction': 245, 'speed': 6}, {'layer': '800mb', 'direction': 240, 'speed': 6}, {'layer': '750mb', 'direction': 235, 'speed': 6}, {'layer': '700mb', 'direction': 235, 'speed': 6}, {'layer': '650mb', 'direction': 240, 'speed': 7}, {'layer': '600mb', 'direction': 240, 'speed': 7}, {'layer': '550mb', 'direction': 240, 'speed': 7}, {'layer': '500mb', 'direction': 240, 'speed': 7}, {'layer': '450mb', 'direction': 230, 'speed': 7}, {'layer': '400mb', 'direction': 235, 'speed': 7}, {'layer': '350mb', 'direction': 235, 'speed': 6}, {'layer': '300mb', 'direction': 220, 'speed': 6}, {'layer': '250mb', 'direction': 220, 'speed': 7}, {'layer': '200mb', 'direction': 255, 'speed': 11}]",12,6,8,1013,rain,4,0,240,5
42,New_Zealand,129,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 11}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 14}, {'layer': '800mb', 'rh': 3}, {'layer': '750mb', 'rh': 4}, {'layer': '700mb', 'rh': 5}, {'layer': '650mb', 'rh': 4}, {'layer': '600mb', 'rh': 2}, {'layer': '550mb', 'rh': 0}, {'layer': '500mb', 'rh': 0}, {'layer': '450mb', 'rh': 0}, {'layer': '400mb', 'rh': -1}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': 3}, {'layer': '250mb', 'rh': 4}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 255, 'speed': 5}, {'layer': '900mb', 'direction': 255, 'speed': 5}, {'layer': '850mb', 'direction': 255, 'speed': 5}, {'layer': '800mb', 'direction': 250, 'speed': 6}, {'layer': '750mb', 'direction': 250, 'speed': 6}, {'layer': '700mb', 'direction': 245, 'speed': 6}, {'layer': '650mb', 'direction': 245, 'speed': 6}, {'layer': '600mb', 'direction': 245, 'speed': 6}, {'layer': '550mb', 'direction': 245, 'speed': 6}, {'layer': '500mb', 'direction': 250, 'speed': 6}, {'layer': '450mb', 'direction': 245, 'speed': 6}, {'layer': '400mb', 'direction': 245, 'speed': 6}, {'layer': '350mb', 'direction': 245, 'speed': 6}, {'layer': '300mb', 'direction': 230, 'speed': 6}, {'layer': '250mb', 'direction': 240, 'speed': 6}, {'layer': '200mb', 'direction': 255, 'speed': 10}]",12,6,9,1014,rain,4,0,250,5
43,New_Zealand,132,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 10}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': 0}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': 0}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': 1}, {'layer': '300mb', 'rh': 3}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 260, 'speed': 5}, {'layer': '900mb', 'direction': 260, 'speed': 6}, {'layer': '850mb', 'direction': 260, 'speed': 6}, {'layer': '800mb', 'direction': 250, 'speed': 6}, {'layer': '750mb', 'direction': 255, 'speed': 6}, {'layer': '700mb', 'direction': 250, 'speed': 6}, {'layer': '650mb', 'direction': 250, 'speed': 6}, {'layer': '600mb', 'direction': 250, 'speed': 6}, {'layer': '550mb', 'direction': 245, 'speed': 6}, {'layer': '500mb', 'direction': 250, 'speed': 7}, {'layer': '450mb', 'direction': 255, 'speed': 6}, {'layer': '400mb', 'direction': 250, 'speed': 6}, {'layer': '350mb', 'direction': 255, 'speed': 6}, {'layer': '300mb', 'direction': 255, 'speed': 5}, {'layer': '250mb', 'direction': 255, 'speed': 6}, {'layer': '200mb', 'direction': 260, 'speed': 10}]",13,6,9,1015,rain,4,0,260,5
44,New_Zealand,135,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 11}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': -2}, {'layer': '800mb', 'rh': -3}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': 0}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 255, 'speed': 6}, {'layer': '900mb', 'direction': 250, 'speed': 6}, {'layer': '850mb', 'direction': 240, 'speed': 6}, {'layer': '800mb', 'direction': 245, 'speed': 6}, {'layer': '750mb', 'direction': 250, 'speed': 6}, {'layer': '700mb', 'direction': 250, 'speed': 6}, {'layer': '650mb', 'direction': 250, 'speed': 7}, {'layer': '600mb', 'direction': 250, 'speed': 7}, {'layer': '550mb', 'direction': 245, 'speed': 7}, {'layer': '500mb', 'direction': 255, 'speed': 7}, {'layer': '450mb', 'direction': 260, 'speed': 6}, {'layer': '400mb', 'direction': 260, 'speed': 6}, {'layer': '350mb', 'direction': 260, 'speed': 6}, {'layer': '300mb', 'direction': 265, 'speed': 6}, {'layer': '250mb', 'direction': 255, 'speed': 6}, {'layer': '200mb', 'direction': 265, 'speed': 10}]",13,6,10,1015,none,4,0,255,5
45,New_Zealand,138,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 11}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': -4}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': 0}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 260, 'speed': 6}, {'layer': '900mb', 'direction': 250, 'speed': 6}, {'layer': '850mb', 'direction': 240, 'speed': 6}, {'layer': '800mb', 'direction': 245, 'speed': 6}, {'layer': '750mb', 'direction': 250, 'speed': 6}, {'layer': '700mb', 'direction': 250, 'speed': 6}, {'layer': '650mb', 'direction': 250, 'speed': 7}, {'layer': '600mb', 'direction': 250, 'speed': 7}, {'layer': '550mb', 'direction': 250, 'speed': 7}, {'layer': '500mb', 'direction': 255, 'speed': 7}, {'layer': '450mb', 'direction': 260, 'speed': 7}, {'layer': '400mb', 'direction': 265, 'speed': 6}, {'layer': '350mb', 'direction': 255, 'speed': 5}, {'layer': '300mb', 'direction': 250, 'speed': 6}, {'layer': '250mb', 'direction': 255, 'speed': 6}, {'layer': '200mb', 'direction': 265, 'speed': 10}]",13,2,10,1015,none,4,0,265,5
46,New_Zealand,141,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 13}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': -4}, {'layer': '600mb', 'rh': -4}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 260, 'speed': 6}, {'layer': '900mb', 'direction': 255, 'speed': 6}, {'layer': '850mb', 'direction': 255, 'speed': 6}, {'layer': '800mb', 'direction': 255, 'speed': 6}, {'layer': '750mb', 'direction': 255, 'speed': 6}, {'layer': '700mb', 'direction': 255, 'speed': 6}, {'layer': '650mb', 'direction': 255, 'speed': 7}, {'layer': '600mb', 'direction': 260, 'speed': 7}, {'layer': '550mb', 'direction': 265, 'speed': 7}, {'layer': '500mb', 'direction': 270, 'speed': 6}, {'layer': '450mb', 'direction': 260, 'speed': 6}, {'layer': '400mb', 'direction': 265, 'speed': 6}, {'layer': '350mb', 'direction': 260, 'speed': 5}, {'layer': '300mb', 'direction': 255, 'speed': 6}, {'layer': '250mb', 'direction': 260, 'speed': 6}, {'layer': '200mb', 'direction': 265, 'speed': 10}]",13,2,11,1016,rain,4,0,265,5
47,New_Zealand,144,3,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -4}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -4}, {'layer': '400mb', 'rh': 1}, {'layer': '350mb', 'rh': 1}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 265, 'speed': 5}, {'layer': '900mb', 'direction': 260, 'speed': 6}, {'layer': '850mb', 'direction': 260, 'speed': 6}, {'layer': '800mb', 'direction': 265, 'speed': 6}, {'layer': '750mb', 'direction': 260, 'speed': 6}, {'layer': '700mb', 'direction': 265, 'speed': 6}, {'layer': '650mb', 'direction': 265, 'speed': 6}, {'layer': '600mb', 'direction': 270, 'speed': 6}, {'layer': '550mb', 'direction': 270, 'speed': 6}, {'layer': '500mb', 'direction': 270, 'speed': 6}, {'layer': '450mb', 'direction': 265, 'speed': 6}, {'layer': '400mb', 'direction': 260, 'speed': 5}, {'layer': '350mb', 'direction': 260, 'speed': 6}, {'layer': '300mb', 'direction': 250, 'speed': 6}, {'layer': '250mb', 'direction': 260, 'speed': 6}, {'layer': '200mb', 'direction': 265, 'speed': 9}]",13,2,11,1015,rain,4,0,270,5
48,New_Zealand,147,6,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 14}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': 16}, {'layer': '700mb', 'rh': 1}, {'layer': '650mb', 'rh': -3}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': 6}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': 0}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 270, 'speed': 5}, {'layer': '900mb', 'direction': 265, 'speed': 5}, {'layer': '850mb', 'direction': 265, 'speed': 6}, {'layer': '800mb', 'direction': 265, 'speed': 6}, {'layer': '750mb', 'direction': 265, 'speed': 6}, {'layer': '700mb', 'direction': 265, 'speed': 6}, {'layer': '650mb', 'direction': 270, 'speed': 6}, {'layer': '600mb', 'direction': 275, 'speed': 6}, {'layer': '550mb', 'direction': 275, 'speed': 6}, {'layer': '500mb', 'direction': 265, 'speed': 6}, {'layer': '450mb', 'direction': 260, 'speed': 5}, {'layer': '400mb', 'direction': 255, 'speed': 5}, {'layer': '350mb', 'direction': 250, 'speed': 5}, {'layer': '300mb', 'direction': 245, 'speed': 6}, {'layer': '250mb', 'direction': 260, 'speed': 6}, {'layer': '200mb', 'direction': 270, 'speed': 8}]",13,2,12,1014,rain,4,0,270,4
49,New_Zealand,150,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 8}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': 2}, {'layer': '700mb', 'rh': 0}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': 0}, {'layer': '550mb', 'rh': 1}, {'layer': '500mb', 'rh': 3}, {'layer': '450mb', 'rh': 0}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': 0}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 255, 'speed': 5}, {'layer': '900mb', 'direction': 265, 'speed': 5}, {'layer': '850mb', 'direction': 270, 'speed': 6}, {'layer': '800mb', 'direction': 270, 'speed': 6}, {'layer': '750mb', 'direction': 270, 'speed': 6}, {'layer': '700mb', 'direction': 260, 'speed': 6}, {'layer': '650mb', 'direction': 260, 'speed': 5}, {'layer': '600mb', 'direction': 255, 'speed': 5}, {'layer': '550mb', 'direction': 255, 'speed': 5}, {'layer': '500mb', 'direction': 255, 'speed': 5}, {'layer': '450mb', 'direction': 255, 'speed': 5}, {'layer': '400mb', 'direction': 255, 'speed': 5}, {'layer': '350mb', 'direction': 245, 'speed': 5}, {'layer': '300mb', 'direction': 250, 'speed': 5}, {'layer': '250mb', 'direction': 260, 'speed': 5}, {'layer': '200mb', 'direction': 275, 'speed': 8}]",13,2,11,1014,rain,4,0,255,4
